,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Year
742,743,Ederson,BRA,GK,Manchester City,Premier League,23,1993,36,36,"3,194",35.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,2017
743,744,Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,6,6,481,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
744,745,Mandela Egbo,ENG,MF,M'Gladbach,Bundesliga,19,1997,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
745,746,Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,19,1998,7,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.27,0.25,0.53,0.27,0.53,2017
746,747,Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,20,1996,33,31,"2,692",29.9,2,3,2,0,0,3,0,0.07,0.10,0.17,0.07,0.17,4.6,4.6,1.2,5.8,0.15,0.04,0.20,0.15,0.20,2017
747,748,Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,19,12,"1,108",12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.0,1.5,0.04,0.08,0.12,0.04,0.12,2017
748,749,Josip Elez,CRO,DF,Hannover 96,Bundesliga,23,1994,11,9,774,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
749,750,Rob Elliot,IRL,GK,Newcastle Utd,Premier League,31,1986,16,16,"1,440",16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
750,751,Mohamed Elneny,EGY,MF,Arsenal,Premier League,25,1992,13,11,867,9.6,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.4,0.4,1.0,1.5,0.05,0.11,0.15,0.05,0.15,2017
751,752,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,19,18,"1,596",17.7,3,2,3,0,0,1,0,0.17,0.11,0.28,0.17,0.28,1.0,1.0,0.6,1.6,0.05,0.04,0.09,0.05,0.09,2017
752,753,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,20,1996,33,33,"2,914",32.4,2,2,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.3,2.3,0.03,0.04,0.07,0.03,0.07,2017
753,754,Rodrigo Ely,BRA,DF,Alavés,La Liga,23,1993,31,30,"2,691",29.9,1,0,1,0,0,11,1,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.1,1.0,0.03,0.00,0.03,0.03,0.03,2017
754,755,Breel Embolo,SUI,FW,Schalke 04,Bundesliga,20,1997,21,9,919,10.2,3,0,3,0,0,4,0,0.29,0.00,0.29,0.29,0.29,3.8,3.8,0.2,4.0,0.38,0.01,0.39,0.38,0.39,2017
755,756,Youssef En-Nesyri,MAR,FW,Málaga,La Liga,20,1997,25,16,"1,596",17.7,4,0,4,0,1,2,1,0.23,0.00,0.23,0.23,0.23,4.8,4.1,0.9,5.0,0.27,0.05,0.33,0.23,0.28,2017
756,757,Sergi Enrich,ESP,FW,Eibar,La Liga,27,1990,19,14,"1,330",14.8,3,1,3,0,0,2,0,0.20,0.07,0.27,0.20,0.27,2.7,2.7,0.9,3.7,0.18,0.06,0.25,0.18,0.25,2017
757,758,Javier Eraso,ESP,MF,Leganés,La Liga,27,1990,34,31,"2,533",28.1,4,3,4,0,0,4,0,0.14,0.11,0.25,0.14,0.25,4.2,4.2,2.8,7.0,0.15,0.10,0.25,0.15,0.25,2017
758,759,Christian Eriksen,DEN,MF,Tottenham,Premier League,25,1992,37,37,"3,218",35.8,10,10,10,0,0,0,0,0.28,0.28,0.56,0.28,0.56,6.9,6.9,12.4,19.3,0.19,0.35,0.54,0.19,0.54,2017
759,760,Gonzalo Escalante,ARG,MF,Eibar,La Liga,24,1993,28,16,"1,565",17.4,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,1.4,1.4,0.4,1.7,0.08,0.02,0.10,0.08,0.10,2017
760,761,Sergio Escudero,ESP,DF,Sevilla,La Liga,27,1989,27,26,"2,332",25.9,0,2,0,0,0,10,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,1.2,2.3,0.04,0.05,0.09,0.04,0.09,2017
761,762,Bernardo Espinosa,COL,DF,Girona,La Liga,28,1989,34,32,"2,868",31.9,0,3,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,1.7,1.7,0.7,2.5,0.05,0.02,0.08,0.05,0.08,2017
762,763,Michael Esser,GER,GK,Hannover 96,Bundesliga,29,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
763,764,Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,27,1990,16,6,617,6.9,2,1,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,0.8,0.8,0.2,1.0,0.12,0.03,0.15,0.12,0.15,2017
764,765,Oghenekaro Etebo,NGA,MF,Las Palmas,La Liga,21,1995,14,14,"1,215",13.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06,2017
765,766,Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,30,1987,24,12,"1,120",12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.4,0.4,1.7,2.1,0.03,0.14,0.17,0.03,0.17,2017
766,767,Xabier Etxeita,ESP,DF,Athletic Club,La Liga,29,1987,5,5,376,4.2,1,0,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.07,0.00,0.07,0.07,0.07,2017
767,768,Jonny Evans,NIR,DF,West Brom,Premier League,29,1988,28,26,"2,270",25.2,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.9,1.9,0.4,2.3,0.08,0.02,0.09,0.08,0.09,2017
768,769,Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,2,2,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.06,0.14,0.08,0.14,2017
769,770,Patrice Evra,FRA,DF,Marseille,Ligue 1,36,1981,4,4,349,3.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.04,0.03,0.07,0.04,0.07,2017
770,771,Patrice Evra,FRA,DF,West Ham,Premier League,36,1981,5,3,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
771,772,Edu Expósito,ESP,MF,La Coruña,La Liga,20,1996,3,0,96,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
772,773,Erik Expósito,ESP,FW,Las Palmas,La Liga,21,1996,10,4,467,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.1,1.1,0.2,1.3,0.21,0.04,0.25,0.21,0.25,2017
773,774,Valentin Eysseric,FRA,FW,Nice,Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.27,0.31,0.03,0.31,2017
774,775,Valentin Eysseric,FRA,FW,Fiorentina,Serie A,25,1992,21,8,706,7.8,1,1,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,1.1,1.1,1.5,2.5,0.13,0.19,0.32,0.13,0.32,2017
775,776,Imoh Ezekiel,NGA,FW,Las Palmas,La Liga,23,1993,10,5,469,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.2,0.21,0.01,0.23,0.21,0.23,2017
776,777,Marco Fabián,MEX,FW,Eint Frankfurt,Bundesliga,28,1989,7,3,422,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.3,1.3,0.9,2.3,0.29,0.20,0.49,0.29,0.49,2017
777,778,Łukasz Fabiański,POL,GK,Swansea City,Premier League,32,1985,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
778,779,Fabinho,BRA,MF,Monaco,Ligue 1,23,1993,34,34,"3,060",34.0,7,3,3,4,4,8,0,0.21,0.09,0.29,0.09,0.18,5.4,2.4,3.8,6.2,0.16,0.11,0.27,0.07,0.18,2017
779,780,Cesc Fàbregas,ESP,MF,Chelsea,Premier League,30,1987,32,25,"2,307",25.6,2,4,2,0,0,5,2,0.08,0.16,0.23,0.08,0.23,2.7,2.7,7.0,9.7,0.11,0.27,0.38,0.11,0.38,2017
780,781,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,28,1988,34,34,"3,015",33.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,2017
781,782,Fayçal Fajr,MAR,MF,Getafe,La Liga,28,1988,31,26,"2,385",26.5,1,4,1,0,1,7,0,0.04,0.15,0.19,0.04,0.19,1.7,1.0,3.1,4.0,0.06,0.12,0.18,0.04,0.15,2017
782,783,Radamel Falcao,COL,FW,Monaco,Ligue 1,31,1986,26,25,"2,129",23.7,18,4,15,3,4,1,0,0.76,0.17,0.93,0.63,0.80,12.8,9.7,2.0,11.7,0.54,0.08,0.63,0.41,0.50,2017
783,784,Diego Falcinelli,ITA,FW,Sassuolo,Serie A,26,1991,20,15,"1,314",14.6,2,1,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,5.0,4.9,0.4,5.3,0.34,0.03,0.37,0.34,0.37,2017
784,785,Diego Falcinelli,ITA,FW,Fiorentina,Serie A,26,1991,12,3,440,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.9,2.5,0.32,0.18,0.50,0.32,0.50,2017
785,786,Simon Falette,GUI,DF,Metz,Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
786,787,Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,25,1992,27,25,"2,211",24.6,1,0,1,0,0,10,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.3,1.6,0.05,0.01,0.07,0.05,0.07,2017
787,788,Cesar Falletti,URU,FW,Bologna,Serie A,24,1992,13,1,321,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,1.4,1.4,0.1,1.5,0.39,0.03,0.42,0.39,0.42,2017
788,789,Iago Falque,ESP,FW,Torino,Serie A,27,1990,37,34,"2,821",31.3,12,8,12,0,0,2,0,0.38,0.26,0.64,0.38,0.64,9.3,9.3,6.8,16.1,0.30,0.22,0.51,0.30,0.51,2017
789,790,Paolo Faragò,ITA,DF,Cagliari,Serie A,24,1993,35,25,"2,457",27.3,2,4,2,0,0,2,0,0.07,0.15,0.22,0.07,0.22,2.4,2.4,4.7,7.1,0.09,0.17,0.26,0.09,0.26,2017
790,791,Imad Faraj,MAR,DF,Lille,Ligue 1,18,1999,7,1,162,1.8,0,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,0.3,0.3,0.8,1.0,0.15,0.43,0.58,0.15,0.58,2017
791,792,Davide Faraoni,ITA,DF,Crotone,Serie A,25,1991,28,18,"1,754",19.5,2,4,2,0,0,3,0,0.10,0.21,0.31,0.10,0.31,1.0,1.0,0.8,1.9,0.05,0.04,0.10,0.05,0.10,2017
792,793,Mohamed Fares,ALG,DF,Hellas Verona,Serie A,21,1996,30,29,"2,604",28.9,0,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,1.6,1.6,2.4,4.0,0.05,0.08,0.14,0.05,0.14,2017
793,794,Diego Farias,BRA,FW,Cagliari,Serie A,27,1990,28,14,"1,609",17.9,1,4,1,0,1,4,0,0.06,0.22,0.28,0.06,0.28,5.3,4.6,1.6,6.2,0.30,0.09,0.39,0.26,0.35,2017
794,795,Federico Fazio,ARG,DF,Roma,Serie A,30,1987,34,32,"2,922",32.5,2,1,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,2.4,2.4,0.3,2.6,0.07,0.01,0.08,0.07,0.08,2017
795,796,Zouhair Feddal,MAR,DF,Betis,La Liga,28,1989,15,14,"1,257",14.0,3,0,3,0,0,7,0,0.21,0.00,0.21,0.21,0.21,0.5,0.5,0.1,0.7,0.04,0.01,0.05,0.04,0.05,2017
796,797,Nabil Fekir,FRA,MF,Lyon,Ligue 1,24,1993,30,28,"2,477",27.5,18,8,15,3,4,8,0,0.65,0.29,0.94,0.55,0.84,11.9,8.9,5.8,14.7,0.43,0.21,0.64,0.32,0.53,2017
797,798,Felipe,BRA,DF,Hannover 96,Bundesliga,30,1987,6,6,457,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,2017
798,799,Luiz Felipe,ITA,DF,Lazio,Serie A,20,1997,18,12,"1,168",13.0,0,1,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,0.1,0.6,0.04,0.00,0.04,0.04,0.04,2017
799,800,Ohis Felix Uduokhai,GER,DF,Wolfsburg,Bundesliga,19,1997,19,17,"1,560",17.3,1,0,1,0,0,2,1,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,2017
800,801,Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,29,1987,16,5,683,7.6,4,0,4,0,0,1,0,0.53,0.00,0.53,0.53,0.53,2.1,2.1,0.1,2.2,0.30,0.02,0.32,0.30,0.32,2017
801,802,Kiko Femenía,ESP,DF,Watford,Premier League,26,1991,23,19,"1,713",19.0,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,2.5,2.8,0.02,0.13,0.15,0.02,0.15,2017
802,803,Leroy Fer,NED,MF,Swansea City,Premier League,27,1990,20,15,"1,397",15.5,1,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,1.4,1.4,1.3,2.7,0.09,0.08,0.17,0.09,0.17,2017
803,804,Julien Féret,FRA,MF,Caen,Ligue 1,35,1982,37,36,"3,060",34.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,1.0,1.0,4.1,5.0,0.03,0.12,0.15,0.03,0.15,2017
804,805,Edimilson Fernandes,SUI,MF,West Ham,Premier League,21,1996,14,9,845,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,0.4,0.7,0.04,0.04,0.08,0.04,0.08,2017
805,806,Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,30,1986,19,12,"1,036",11.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,2017
806,807,Andrés Fernández,ESP,GK,Villarreal,La Liga,30,1986,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
807,808,Augusto Fernández,ARG,MF,Atlético Madrid,La Liga,31,1986,5,1,107,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2017
808,809,Brian Fernández,ARG,FW,Metz,Ligue 1,22,1994,7,0,128,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.18,0.08,0.27,0.18,0.27,2017
809,810,Carlos Fernández,ESP,FW,Sevilla,La Liga,21,1996,2,2,137,1.5,1,0,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,0.7,0.7,0.1,0.8,0.44,0.08,0.53,0.44,0.53,2017
810,811,Enzo Fernández,ESP,MF,Alavés,La Liga,22,1995,2,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,2017
811,812,Federico Fernández,ARG,DF,Swansea City,Premier League,28,1989,30,30,"2,676",29.7,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,0.7,0.7,0.8,1.5,0.02,0.03,0.05,0.02,0.05,2017
812,813,Raúl Fernández,ESP,GK,Levante,La Liga,29,1988,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
813,814,Fernandinho,BRA,MF,Manchester City,Premier League,32,1985,34,33,"2,881",32.0,5,3,5,0,0,7,0,0.16,0.09,0.25,0.16,0.25,2.7,2.7,2.5,5.3,0.08,0.08,0.16,0.08,0.16,2017
814,815,Alex Ferrari,ITA,DF,Hellas Verona,Serie A,23,1994,25,25,"2,136",23.7,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.4,1.1,0.03,0.02,0.05,0.03,0.05,2017
815,816,Jordan Ferri,FRA,MF,Lyon,Ligue 1,25,1992,24,4,638,7.1,0,1,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,0.4,0.4,1.1,1.5,0.06,0.15,0.21,0.06,0.21,2017
816,817,Sam Field,ENG,MF,West Brom,Premier League,19,1998,10,7,537,6.0,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,0.4,0.4,0.2,0.6,0.07,0.03,0.10,0.07,0.10,2017
817,818,Afonso Figueiredo,POR,DF,Rennes,Ligue 1,24,1993,5,1,223,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
818,819,Gian Filippo Felicioli,ITA,FW,Hellas Verona,Serie A,19,1997,6,2,277,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,2017
819,820,Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,28,1989,22,22,"1,814",20.2,12,3,9,3,3,2,0,0.60,0.15,0.74,0.45,0.60,10.6,8.4,2.8,11.2,0.53,0.14,0.67,0.41,0.56,2017
820,821,Roberto Firmino,BRA,FW,Liverpool,Premier League,25,1991,37,32,"2,763",30.7,15,7,14,1,1,1,0,0.49,0.23,0.72,0.46,0.68,12.1,11.4,5.4,16.7,0.40,0.18,0.57,0.37,0.55,2017
821,822,Junior Firpo,ESP,DF,Betis,La Liga,20,1996,14,14,"1,189",13.2,2,2,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30,1.5,1.5,1.2,2.7,0.11,0.09,0.21,0.11,0.21,2017
822,823,Viktor Fischer,DEN,FW,Mainz 05,Bundesliga,23,1994,10,3,336,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.11,0.16,0.27,0.11,0.27,2017
823,824,Mathieu Flamini,FRA,MF,Getafe,La Liga,33,1984,8,6,480,5.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,2017
824,825,Darren Fletcher,SCO,MF,Stoke City,Premier League,33,1984,27,25,"2,219",24.7,1,1,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,0.3,0.3,1.2,1.4,0.01,0.05,0.06,0.01,0.06,2017
825,826,Sergio Floccari,ITA,FW,SPAL,Serie A,35,1981,20,9,883,9.8,3,0,3,0,0,0,0,0.31,0.00,0.31,0.31,0.31,3.6,3.6,0.4,4.0,0.37,0.04,0.40,0.37,0.40,2017
826,827,Alessandro Florenzi,ITA,DF,Roma,Serie A,26,1991,32,26,"2,387",26.5,1,3,1,0,1,2,0,0.04,0.11,0.15,0.04,0.15,4.0,3.2,4.5,7.7,0.15,0.17,0.32,0.12,0.29,2017
827,828,Phil Foden,ENG,MF,Manchester City,Premier League,17,2000,5,0,49,0.5,0,1,0,0,0,0,0,0.00,1.84,1.84,0.00,1.84,0.0,0.0,0.3,0.3,0.00,0.64,0.64,0.00,0.64,2017
828,829,Guessouma Fofana,MTN,MF,Amiens,Ligue 1,24,1992,16,7,743,8.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.11,0.00,0.11,0.11,0.11,2017
829,830,Seko Fofana,CIV,MF,Udinese,Serie A,22,1995,27,22,"1,868",20.8,3,0,2,1,1,4,1,0.14,0.00,0.14,0.10,0.10,2.6,1.8,1.2,2.9,0.12,0.06,0.18,0.09,0.14,2017
830,831,Andreu Fontàs,ESP,DF,Celta Vigo,La Liga,27,1989,12,9,885,9.8,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,2017
831,832,José Fonte,POR,DF,West Ham,Premier League,33,1983,8,8,688,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,0.6,1.3,0.08,0.08,0.17,0.08,0.17,2017
832,833,Pablo Fornals,ESP,MF,Villarreal,La Liga,21,1996,35,30,"2,620",29.1,3,12,3,0,0,4,0,0.10,0.41,0.52,0.10,0.52,3.5,3.5,7.5,11.0,0.12,0.26,0.38,0.12,0.38,2017
833,834,Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,25,1991,21,15,"1,370",15.2,2,2,1,1,1,0,1,0.13,0.13,0.26,0.07,0.20,3.8,3.0,3.2,6.2,0.25,0.21,0.46,0.20,0.41,2017
834,835,Fraser Forster,ENG,GK,Southampton,Premier League,29,1988,20,20,"1,800",20.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
835,836,Steven Fortes,CPV,DF,Toulouse,Ligue 1,25,1992,2,1,155,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
836,837,Marco Fossati,ITA,MF,Hellas Verona,Serie A,24,1992,17,11,"1,101",12.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.03,0.03,0.05,0.03,0.05,2017
837,838,Iver Fossum,NOR,MF,Hannover 96,Bundesliga,21,1996,19,13,"1,306",14.5,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,1.1,1.1,2.1,3.2,0.07,0.15,0.22,0.07,0.22,2017
838,839,Ben Foster,ENG,GK,West Brom,Premier League,34,1983,37,37,"3,330",37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
839,840,Timothy Fosu-Mensah,NED,DF,Crystal Palace,Premier League,19,1998,21,17,"1,596",17.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,1.0,0.02,0.04,0.06,0.02,0.06,2017
840,841,Dimitri Foulquier,FRA,DF,Strasbourg,Ligue 1,24,1993,16,13,"1,239",13.8,0,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,1.0,1.0,0.00,0.07,0.07,0.00,0.07,2017
841,842,Lilian Fournier,FRA,MF,Metz,Ligue 1,19,1998,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
842,843,Raphael Framberger,GER,DF,Augsburg,Bundesliga,21,1995,9,7,696,7.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1.4,1.4,0.00,0.18,0.18,0.00,0.18,2017
843,844,Simon Francis,ENG,DF,Bournemouth,Premier League,32,1985,32,31,"2,705",30.1,0,1,0,0,0,9,2,0.00,0.03,0.03,0.00,0.03,0.4,0.4,2.3,2.7,0.01,0.08,0.09,0.01,0.09,2017
844,845,Mike Frantz,GER,MF,Freiburg,Bundesliga,30,1986,15,12,"1,041",11.6,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,0.9,1.8,0.08,0.08,0.16,0.08,0.16,2017
845,846,Ryan Fraser,SCO,MF,Bournemouth,Premier League,23,1994,26,23,"2,004",22.3,5,3,5,0,0,0,0,0.22,0.13,0.36,0.22,0.36,2.1,2.1,3.8,5.9,0.09,0.17,0.26,0.09,0.26,2017
846,847,Fabian Frei,SUI,MF,Mainz 05,Bundesliga,28,1989,11,10,802,8.9,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.4,1.0,0.06,0.05,0.11,0.06,0.11,2017
847,848,Remo Freuler,SUI,MF,Atalanta,Serie A,25,1992,35,33,"3,006",33.4,5,2,5,0,0,4,1,0.15,0.06,0.21,0.15,0.21,5.9,5.9,2.5,8.4,0.18,0.08,0.25,0.18,0.25,2017
848,849,Marco Friedl,AUT,DF,Bayern Munich,Bundesliga,19,1998,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.18,0.18,0.00,0.18,2017
849,850,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,19,1998,9,6,600,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.02,0.10,0.13,0.02,0.13,2017
850,851,Christian Fuchs,AUT,DF,Leicester City,Premier League,31,1986,25,21,"1,921",21.3,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.6,1.0,0.02,0.03,0.05,0.02,0.05,2017
851,852,Javi Fuego,ESP,MF,Villarreal,La Liga,33,1984,11,6,537,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2017
852,853,Javi Fuego,ESP,MF,Espanyol,La Liga,33,1984,17,17,"1,341",14.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,2017
853,854,Chris Führich,GER,MF,Köln,Bundesliga,19,1998,2,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.06,0.09,0.03,0.09,2017
854,855,Angelo Fulgini,FRA,MF,Angers,Ligue 1,20,1996,29,16,"1,529",17.0,3,5,3,0,0,4,0,0.18,0.29,0.47,0.18,0.47,2.5,2.5,3.4,5.9,0.15,0.20,0.35,0.15,0.35,2017
855,856,Niclas Füllkrug,GER,FW,Hannover 96,Bundesliga,24,1993,34,26,"2,387",26.5,14,3,11,3,4,2,0,0.53,0.11,0.64,0.41,0.53,12.6,9.5,3.8,13.2,0.48,0.14,0.62,0.36,0.50,2017
